congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
113,2013,s,0,35,1,2.85714285714,56.4356435644,2013-01-24,2013-03-13,0.0,0.0,2.85714285714,5.71428571429
lifetime,,s,,35,1,2.85714285714,72.2772277228,2013-01-24,2013-03-13,0.800426894344,1.909830933,2.87592440427,4.41458733205
