congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
113,2013,h,0,69,8,11.5942028986,92.3787528868,2013-01-03,2013-03-13,0.0,1.44927536232,2.89855072464,8.69565217391
lifetime,,h,,69,8,11.5942028986,97.92147806,2013-01-03,2013-03-13,1.02390967456,2.13215520553,3.98518518519,5.86702663148
