congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
113,2013,h,0,72,10,13.8888888889,93.7644341801,2013-01-03,2013-03-14,0.0,1.38888888889,4.16666666667,8.33333333333
lifetime,,h,,72,10,13.8888888889,98.8452655889,2013-01-03,2013-03-14,1.02373969343,2.13092724131,3.98429978523,5.86552104074
