congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
113,2013,h,0,72,1,1.38888888889,45.0346420323,2013-01-03,2013-03-14,0.0,1.38888888889,4.16666666667,8.33333333333
lifetime,,h,,72,1,1.38888888889,32.5635103926,2013-01-03,2013-03-14,1.02373969343,2.13092724131,3.98429978523,5.86552104074
