congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
107,2002,h,0,79,1,1.26582278481,35.5421686747,2002-01-23,2002-03-20,0.0,1.26582278481,5.06329113924,9.49367088608
107,2002,h,1,203,5,2.46305418719,49.3975903614,2002-04-09,2002-06-28,0.615763546798,2.46305418719,4.92610837438,8.12807881773
107,2002,h,2,141,2,1.41843971631,38.5542168675,2002-07-08,2002-09-26,0.0,2.12765957447,5.67375886525,10.6382978723
107,2002,h,3,61,5,8.19672131148,80.7228915663,2002-10-01,2002-11-15,0.0,1.6393442623,4.91803278689,12.2950819672
108,2003,h,0,94,3,3.1914893617,64.7668393782,2003-01-07,2003-03-31,0.0,1.06382978723,4.25531914894,7.44680851064
108,2003,h,1,239,3,1.25523012552,37.1134020619,2003-04-01,2003-06-27,0.418410041841,1.67364016736,4.18410041841,6.69456066946
108,2003,h,2,193,6,3.10880829016,69.587628866,2003-07-08,2003-09-30,0.518134715026,1.55440414508,3.49740932642,8.65284974093
108,2003,h,3,151,3,1.98675496689,37.1134020619,2003-10-01,2003-12-08,0.662251655629,2.64900662252,5.79470198675,9.93377483444
108,2004,h,0,104,2,1.92307692308,32.4742268041,2004-01-20,2004-03-31,0.961538461538,3.84615384615,7.69230769231,13.4615384615
108,2004,h,1,221,11,4.97737556561,71.6494845361,2004-04-01,2004-06-25,0.565610859729,2.26244343891,4.97737556561,8.91402714932
108,2004,h,2,161,3,1.86335403727,36.4102564103,2004-07-06,2004-09-30,0.621118012422,3.10559006211,6.52173913043,12.4223602484
108,2004,h,3,58,10,17.2413793103,89.7435897436,2004-10-04,2004-12-07,0.0,1.72413793103,6.89655172414,16.5517241379
109,2005,h,0,90,6,6.66666666667,75.5760368664,2005-01-04,2005-03-21,1.11111111111,3.33333333333,5.55555555556,8.88888888889
109,2005,h,1,60,8,13.3333333333,96.3133640553,2005-04-05,2005-06-30,0.367647058824,1.47058823529,4.77941176471,8.08823529412
112,2011,s,0,46,0,0.0,0.0,2011-01-26,2011-03-28,0.0,0.0,4.34782608696,8.69565217391
112,2011,s,1,58,0,0.0,0.0,2011-04-04,2011-06-30,0.0,1.72413793103,5.1724137931,7.75862068966
112,2011,s,2,49,0,0.0,0.0,2011-07-05,2011-09-26,0.0,1.02040816327,2.04081632653,8.16326530612
112,2011,s,3,82,0,0.0,0.0,2011-10-03,2011-12-17,0.0,1.21951219512,3.65853658537,4.87804878049
112,2012,s,0,63,1,1.5873015873,59.3023255814,2012-01-23,2012-03-29,0.0,0.0,1.5873015873,4.7619047619
112,2012,s,1,109,1,0.917431192661,45.3488372093,2012-04-16,2012-06-29,0.0,0.917431192661,1.83486238532,4.12844036697
112,2012,s,2,28,1,3.57142857143,54.6511627907,2012-07-10,2012-09-22,0.0,0.0,3.57142857143,16.0714285714
112,2012,s,3,50,2,4.0,67.816091954,2012-11-13,2012-12-30,0.0,0.0,5.0,10.8
112,2012,s,4,1,0,0.0,0.0,2013-01-01,2013-01-01,0.0,0.0,0.0,0.0
113,2013,s,0,49,0,0.0,0.0,2013-01-24,2013-03-21,0.0,0.0,2.04081632653,6.12244897959
lifetime,,h,,7079,186,2.62748975844,43.537414966,1993-05-05,2005-04-28,1.80698151951,2.86329386437,4.63421742932,6.7863707055
lifetime,,s,,535,5,0.934579439252,30.6930693069,2011-01-26,2013-03-21,0.794491525424,1.90149625935,2.90200591911,4.34267666798
