congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
112,2012,s,3,19,0,0.0,0.0,2012-11-13,2012-12-30,0.0,0.0,5.0,10.8
112,2012,s,4,1,0,0.0,0.0,2013-01-01,2013-01-01,0.0,0.0,0.0,0.0
113,2013,s,0,49,0,0.0,0.0,2013-01-24,2013-03-21,0.0,0.0,2.04081632653,6.12244897959
lifetime,,s,,69,0,0.0,0.0,2012-12-27,2013-03-21,0.794491525424,1.90149625935,2.90200591911,4.34267666798
