congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
113,2013,s,0,37,0,0.0,0.0,2013-01-24,2013-03-21,0.0,0.0,2.04081632653,6.12244897959
lifetime,,s,,37,0,0.0,0.0,2013-02-07,2013-03-21,0.794491525424,1.90149625935,2.90200591911,4.34267666798
